日期,时刻,辐照度,风速,风向,温度,湿度,气压
1498,2,0,2.2,90,11.3,75,68200
1498,5,0,4.0,89,10.3,68,68000
1498,8,70,4.9,55,11.6,64,68100
1498,11,492,5.0,93,16.1,50,68000
1498,14,735,6.2,91,18.8,48,67600
1498,17,396,5.3,116,19.2,51,67500
1498,20,15,3.1,96,14.5,75,67700
1498,23,0,5.5,81,13.1,78,67900
1499,2,0,3.0,120,10.0,87,68000
1499,5,0,3.0,163,9.3,86,68000
1499,8,21,1.7,100,9.5,85,68000
1499,11,127,2.0,160,10.4,80,68100
1499,14,242,2.7,163,11.0,76,68000
1499,17,217,2.3,162,13.6,67,67700
1499,20,10,1.1,214,12.3,80,67900
1499,23,0,1.2,351,11.7,81,68000
1500,2,0,1.3,167,10.2,83,68000
1500,5,0,2.8,159,9.0,86,68000
1500,8,16,2.3,133,8.3,85,68200
1500,11,91,2.3,139,8.9,80,68300
1500,14,146,1.0,180,9.3,78,68300
1500,17,143,1.6,140,10.4,75,68100
1500,20,8,2.3,49,10.1,80,68200
1500,23,0,2.1,90,9.9,79,68300
1501,2,0,0.7,63,10.1,73,68200
1501,5,0,1.2,99,10.2,75,68000
1501,8,20,0.9,180,10.1,77,68100
1501,11,93,0.5,101,10.8,75,68300
1501,14,141,0.9,257,11.1,76,68200
1501,17,88,2.8,167,11.0,78,68100
1501,20,3,1.5,191,10.4,82,68300
1501,23,0,2.0,123,9.7,81,68500
1502,2,0,1.9,122,9.4,82,68400
1502,5,0,2.2,120,8.7,81,68400
1502,8,27,1.8,112,9.0,77,68600
1502,11,235,1.6,140,9.5,75,68700
1502,14,578,0.8,180,12.5,70,68500
1502,17,461,1.1,248,14.8,58,68300
1502,20,17,0.8,120,12.6,71,68400
1502,23,0,0.9,32,10.5,72,68500
1503,2,0,1.3,81,9.6,74,68500
1503,5,0,0.3,18,8.7,73,68400
1503,8,105,0.5,338,8.9,64,68600
1503,11,598,1.6,180,13.8,49,68600
1503,14,764,1.9,223,16.1,45,68300
1503,17,474,2.9,272,16.7,46,68100
1503,20,17,2.4,308,13.2,64,68200
1503,23,0,1.2,104,11.3,64,68300
1504,2,0,1.1,90,9.8,67,68300
1504,5,0,1.1,85,8.0,66,68200
1504,8,112,0.1,90,9.2,56,68300
1504,11,634,1.8,124,15.1,43,68200
1504,14,714,1.9,186,17.7,39,67900
1504,17,313,4.5,275,17.5,42,67800
1504,20,8,4.2,292,13.6,59,67900
1504,23,0,6.4,233,11.5,72,68100
1505,2,0,1.8,93,8.4,81,68300
1505,5,0,1.3,86,7.1,78,68200
1505,8,105,2.0,27,6.9,72,68400
1505,11,614,2.1,180,11.1,55,68400
1505,14,777,2.8,221,13.6,46,68100
1505,17,386,4.0,261,15.2,43,67900
1505,20,10,2.7,257,11.8,63,68000
1505,23,0,1.4,12,10.6,65,68100
1506,2,0,1.9,28,9.7,72,68000
1506,5,0,1.2,329,7.3,75,67900
1506,8,95,0.3,90,8.2,64,68000
1506,11,506,2.1,157,12.9,53,68100
1506,14,607,2.8,221,14.1,48,67900
1506,17,343,0.6,189,14.4,46,67800
1506,20,11,2.6,155,12.2,63,67800
1506,23,0,2.1,45,9.8,71,68100
1507,2,0,0.2,243,8.1,80,68100
1507,5,0,2.2,111,6.5,76,68100
1507,8,60,1.6,104,8.0,70,68200
1507,11,362,1.2,156,9.6,66,68300
1507,14,498,1.4,201,12.1,58,68100
1507,17,240,1.7,339,11.9,60,68000
1507,20,8,0.9,207,9.8,75,68100
1507,23,0,2.3,265,8.9,80,68300
1508,2,0,6.7,233,7.3,79,68200
1508,5,0,2.1,215,6.7,80,68200
1508,8,26,2.3,205,6.2,75,68400
1508,11,188,1.1,185,7.4,65,68600
1508,14,351,1.0,197,8.4,60,68500
1508,17,316,2.2,150,9.7,61,68400
1508,20,13,4.7,61,8.8,68,68400
1508,23,0,0.8,23,6.2,71,68600
1509,2,0,1.3,356,4.8,74,68700
1509,5,0,0.4,333,4.0,73,68600
1509,8,106,0.7,0,2.8,65,68700
1509,11,655,1.0,217,8.7,55,68800
1509,14,861,4.6,250,12.2,44,68600
1509,17,513,2.9,254,13.7,35,68400
1509,20,17,2.0,90,8.9,53,68400
1509,23,0,2.2,95,6.5,48,68600
1510,2,0,0.1,315,4.7,48,68600
1510,5,0,0.5,338,3.8,49,68600
1510,8,107,0.6,45,3.6,47,68700
1510,11,681,1.1,202,9.8,40,68700
1510,14,897,1.8,221,13.7,34,68400
1510,17,519,2.3,225,14.7,31,68200
1510,20,17,3.6,74,10.0,53,68200
1510,23,0,4.0,76,7.5,52,68300
1511,2,0,4.0,48,5.0,55,68200
1511,5,0,1.6,349,3.7,53,68100
1511,8,65,1.1,15,6.2,47,68000
1511,11,423,2.2,254,11.2,36,68200
1511,14,722,3.5,193,13.8,36,68100
1511,17,468,3.2,180,14.7,38,68000
1511,20,15,3.1,191,11.3,56,68100
1511,23,0,0.6,219,10.3,59,68400
1512,2,0,1.0,90,5.0,72,68500
1512,5,0,1.5,48,3.2,73,68400
1512,8,73,1.4,356,4.1,64,68400
1512,11,414,1.7,230,8.5,55,68500
1512,14,510,1.7,225,10.8,49,68300
1512,17,322,1.8,227,11.9,52,68200
1512,20,11,2.3,353,9.6,66,68300
1512,23,0,3.5,320,7.9,73,68500
1513,2,0,0.4,146,6.6,76,68500
1513,5,0,0.5,112,5.9,78,68500
1513,8,91,2.8,94,5.5,71,68700
1513,11,603,2.1,145,9.8,56,68800
1513,14,738,2.7,234,12.2,45,68700
1513,17,413,4.2,306,12.6,37,68600
1513,20,13,1.1,180,11.1,46,68700
1513,23,0,3.7,84,6.8,56,68900
1514,2,0,3.9,94,4.7,57,69000
1514,5,0,2.3,103,3.6,59,68900
1514,8,99,1.5,90,3.8,55,69000
1514,11,676,1.9,162,9.7,43,69000
1514,14,906,2.2,185,13.0,34,68700
1514,17,525,1.8,209,14.1,31,68500
1514,20,15,0.6,59,9.9,49,68500
1514,23,0,3.6,58,6.3,56,68500
1515,2,0,1.0,315,5.4,51,68500
1515,5,0,0.5,349,4.0,52,68400
1515,8,99,0.6,39,4.2,47,68500
1515,11,675,0.6,180,11.3,32,68500
1515,14,898,1.2,160,16.0,26,68200
1515,17,514,2.1,125,17.3,24,68000
1515,20,15,3.0,69,12.1,43,68100
1515,23,0,6.6,57,9.9,39,68100
1516,2,0,9.5,64,10.6,33,68000
1516,5,0,10.3,62,10.9,37,67900
1516,8,68,8.4,68,11.6,38,67900
1516,11,489,6.6,124,14.7,36,68100
1516,14,712,5.2,140,15.0,38,68000
1516,17,427,3.2,108,16.5,31,67900
1516,20,11,3.9,114,12.6,45,68000
1516,23,0,4.8,94,10.5,54,68300
1517,2,0,1.5,90,7.3,65,68400
1517,5,0,0.2,0,7.3,62,68400
1517,8,88,0.6,121,6.9,61,68500
1517,11,589,2.1,185,11.4,49,68600
1517,14,644,3.4,220,14.3,42,68400
1517,17,276,3.7,226,15.1,38,68300
1517,20,7,4.2,277,11.4,57,68500
1517,23,0,2.1,256,9.8,63,68700
1518,2,0,1.5,143,7.8,74,68700
1518,5,0,1.4,78,5.5,77,68600
1518,8,88,1.1,34,5.8,72,68700
1518,11,610,1.7,180,11.0,50,68700
1518,14,753,2.2,210,14.0,40,68400
1518,17,424,1.8,261,15.4,36,68200
1518,20,12,1.3,77,11.8,55,68200
1518,23,0,1.7,69,9.0,60,68400
1519,2,0,1.4,78,8.6,54,68300
1519,5,0,3.4,73,7.9,54,68300
1519,8,78,1.7,270,7.8,54,68400
1519,11,587,1.7,197,13.6,38,68500
1519,14,686,3.8,265,17.0,30,68300
1519,17,389,2.6,277,17.4,30,68200
1519,20,12,1.5,293,12.9,47,68200
1519,23,0,6.6,34,8.9,58,68400
1520,2,0,3.0,45,6.9,63,68500
1520,5,0,2.1,43,5.9,63,68400
1520,8,58,1.7,310,7.1,58,68500
1520,11,412,0.9,270,10.9,50,68700
1520,14,677,2.2,260,14.6,44,68500
1520,17,411,3.7,270,15.8,39,68300
1520,20,11,0.1,90,13.7,50,68300
1520,23,0,1.7,111,10.2,59,68500
1521,2,0,1.8,103,10.1,61,68500
1521,5,0,0.8,120,8.9,61,68400
1521,8,57,0.1,135,9.9,58,68600
1521,11,352,1.9,205,11.0,56,68700
1521,14,583,1.7,213,13.5,46,68500
1521,17,393,0.9,238,15.0,42,68200
1521,20,10,2.6,54,11.6,54,68300
1521,23,0,2.5,69,10.2,59,68500
1522,2,0,2.5,95,9.2,52,68300
1522,5,0,1.5,58,8.1,55,68200
1522,8,53,0.4,104,8.9,52,68200
1522,11,345,1.4,216,13.8,38,68300
1522,14,294,0.6,342,14.3,40,68200
1522,17,150,1.1,355,13.7,43,68100
1522,20,4,1.1,338,12.1,55,68300
1522,23,0,2.8,51,10.9,57,68400
1523,2,0,2.1,284,8.9,77,68300
1523,5,0,0.8,270,8.1,76,68300
1523,8,37,0.5,112,8.1,67,68500
1523,11,444,2.3,200,10.2,46,68600
1523,14,657,1.1,292,12.6,44,68500
1523,17,385,3.1,248,14.5,32,68300
1523,20,9,1.7,336,10.2,54,68400
1523,23,0,3.7,85,7.6,56,68600
1524,2,0,4.1,91,6.1,55,68500
1524,5,0,3.1,97,4.6,56,68500
1524,8,80,1.9,87,4.9,53,68600
1524,11,642,1.7,173,10.6,35,68600
1524,14,843,2.4,235,14.5,24,68300
1524,17,456,3.4,251,16.0,24,68100
1524,20,10,1.3,81,11.5,36,68100
1524,23,0,2.2,32,7.2,47,68200
1525,2,0,1.5,344,5.2,45,68400
1525,5,0,0.7,0,4.0,44,68400
1525,8,75,1.1,95,6.8,38,68500
1525,11,627,2.1,163,11.3,30,68500
1525,14,814,4.3,261,15.1,24,68200
1525,17,422,4.0,240,16.7,19,67900
1525,20,9,3.1,301,12.3,27,68000
1525,23,0,4.0,99,10.4,30,68200
1526,2,0,3.0,92,7.9,40,68100
1526,5,0,2.4,112,5.6,45,68000
1526,8,75,1.7,103,4.7,42,68200
1526,11,644,1.6,150,11.4,27,68300
1526,14,854,1.7,205,14.9,20,68000
1526,17,460,2.0,270,16.1,17,67700
1526,20,10,1.7,73,11.6,29,67800
1526,23,0,2.3,45,8.6,32,67900
1527,2,0,0.1,315,11.6,22,67900
1527,5,0,1.8,270,10.9,24,67900
1527,8,72,4.3,86,6.7,31,68000
1527,11,605,2.6,148,13.3,26,68100
1527,14,764,2.4,246,16.6,21,67800
1527,17,288,3.9,233,16.8,21,67600
1527,20,3,4.0,236,13.8,34,67900
1527,23,0,1.8,218,10.6,43,68100
1528,2,0,1.2,99,9.8,42,67800
1528,5,0,0.4,180,12.2,36,67700
1528,8,32,2.1,299,10.3,45,68000
1528,11,356,1.8,251,12.1,40,68200
1528,14,655,4.8,240,15.7,32,68000
1528,17,382,2.8,266,16.5,29,67800
1528,20,8,4.9,204,14.1,36,67900
1528,23,0,1.6,90,9.9,49,68200
1529,2,0,3.2,88,8.2,45,68000
1529,5,0,2.5,99,6.9,50,67900
1529,8,60,1.3,99,8.0,46,68000
1529,11,418,0.6,211,12.2,36,68100
1529,14,544,2.8,228,14.3,32,68000
1529,17,328,3.0,229,15.3,30,67800
1529,20,6,1.1,158,13.0,36,68000
1529,23,0,2.1,169,10.9,41,68200
1530,2,0,0.5,248,6.2,70,68300
1530,5,0,0.1,315,6.5,72,68300
1530,8,54,0.6,90,5.3,73,68400
1530,11,421,1.6,225,9.1,59,68600
1530,14,377,3.4,247,11.0,51,68400
1530,17,143,3.1,255,10.5,55,68400
1530,20,3,1.0,276,9.1,63,68600
1530,23,0,0.1,45,7.0,73,68800
1531,2,0,1.7,114,4.6,75,68800
1531,5,0,1.9,87,3.9,72,68800
1531,8,59,1.4,107,3.6,68,69000
1531,11,554,2.0,150,7.6,56,69000
1531,14,757,1.5,238,11.2,42,68700
1531,17,409,2.3,227,13.1,33,68500
1531,20,7,0.4,104,9.4,51,68400
1531,23,0,1.4,73,6.5,56,68600
1532,2,0,3.0,98,5.1,49,68400
1532,5,0,0.6,90,4.2,48,68300
1532,8,58,0.9,306,3.9,42,68400
1532,11,568,1.3,225,10.0,27,68400
1532,14,830,3.0,236,14.3,20,68100
1532,17,409,3.4,251,15.4,19,67900
1532,20,6,0.6,239,12.0,28,67900
1532,23,0,1.1,63,7.7,36,68100
1533,2,0,3.9,89,6.6,34,68000
1533,5,0,1.6,101,5.3,36,68000
1533,8,60,0.5,90,6.3,34,68100
1533,11,561,1.2,138,11.0,25,68200
1533,14,780,1.8,207,14.9,19,67900
1533,17,401,2.0,243,15.8,20,67700
1533,20,7,0.7,0,11.9,29,67800
1533,23,0,1.5,37,9.1,35,67900
1534,2,0,0.3,45,10.1,34,67800
1534,5,0,1.4,249,8.9,43,67800
1534,8,39,1.5,118,7.9,44,68000
1534,11,559,1.9,155,12.8,36,68100
1534,14,731,3.7,251,16.3,23,67900
1534,17,378,2.5,263,16.8,24,67600
1534,20,6,1.3,309,12.3,36,67800
1534,23,0,4.3,303,10.1,39,68100
1535,2,0,1.7,17,6.7,48,68100
1535,5,0,0.8,67,5.6,43,68200
1535,8,57,2.1,118,6.4,36,68400
1535,11,617,3.8,113,13.4,22,68300
1535,14,810,3.5,123,17.0,15,68000
1535,17,414,2.3,133,18.7,13,67600
1535,20,6,3.6,37,13.2,23,67600
1535,23,0,3.0,243,11.3,29,67800
1536,2,0,2.9,243,11.5,27,67900
1536,5,0,4.4,49,6.1,45,68200
1536,8,7,4.0,90,6.2,52,68400
1536,11,316,4.0,102,7.7,45,68600
1536,14,485,2.2,175,11.4,36,68300
1536,17,160,3.0,250,9.8,42,68300
1536,20,2,1.7,147,8.1,53,68500
1536,23,0,2.5,67,5.1,63,68600
1537,2,0,2.7,94,4.9,53,68500
1537,5,0,1.7,97,4.2,54,68500
1537,8,38,0.7,0,3.6,53,68700
1537,11,313,2.1,256,6.8,46,68800
1537,14,424,2.4,228,8.0,43,68700
1537,17,284,1.9,219,9.3,39,68500
1537,20,5,2.9,56,6.9,50,68700
1537,23,0,2.3,40,4.8,59,68900
1538,2,0,3.2,92,3.6,36,68800
1538,5,0,3.0,114,1.6,37,68700
1538,8,46,1.2,110,2.4,32,68800
1538,11,621,1.7,163,8.0,22,68800
1538,14,816,1.4,184,11.9,17,68500
1538,17,409,1.2,194,13.5,14,68100
1538,20,5,1.7,45,8.9,25,68200
1538,23,0,4.2,60,5.9,29,68300
1539,2,0,1.3,67,6.0,27,68200
1539,5,0,0.6,18,6.5,27,68100
1539,8,41,1.1,85,4.1,28,68200
1539,11,614,0.8,240,11.0,20,68300
1539,14,807,1.2,211,15.7,14,68000
1539,17,402,0.8,194,17.0,12,67800
1539,20,4,2.5,48,11.6,22,67900
1539,23,0,3.5,55,7.9,26,68000
1540,2,0,3.7,47,7.1,26,67800
1540,5,0,8.7,2,5.9,31,67900
1540,8,33,2.4,7,5.3,32,68100
1540,11,491,0.5,169,11.3,23,68200
1540,14,759,0.3,180,15.8,16,67800
1540,17,388,1.8,257,17.2,16,67700
1540,20,4,3.9,291,11.9,24,67900
1540,23,0,1.5,278,9.2,25,68100
1541,2,0,2.2,69,5.7,34,68000
1541,5,0,1.8,112,8.5,26,68100
1541,8,28,1.8,109,7.2,30,68200
1541,11,472,0.4,124,10.9,21,68300
1541,14,745,2.5,143,15.7,16,67800
1541,17,379,1.4,266,16.1,15,67700
1541,20,3,2.3,342,11.2,26,67800
1541,23,0,2.1,47,6.8,39,68000
1542,2,0,2.2,124,8.1,31,67900
1542,5,0,3.3,95,5.7,42,67800
1542,8,26,3.5,93,4.9,49,67900
1542,11,414,3.8,119,11.8,35,67900
1542,14,550,1.6,105,12.9,28,67700
1542,17,336,3.6,212,13.7,24,67600
1542,20,3,4.9,213,10.5,28,67900
1542,23,0,1.6,101,8.1,37,68100
1543,2,0,1.5,148,6.3,43,68200
1543,5,0,2.5,196,3.9,50,68300
1543,8,22,3.8,120,2.0,56,68700
1543,11,421,4.9,117,3.6,47,68800
1543,14,530,1.9,155,5.8,40,68700
1543,17,275,3.9,187,7.2,31,68600
1543,20,2,7.2,242,6.9,29,68800
1543,23,0,7.2,239,2.3,41,69100
1544,2,0,1.5,262,1.2,35,69100
1544,5,0,1.7,107,-1.4,45,69000
1544,8,21,1.6,142,-1.0,39,69100
1544,11,603,0.7,214,3.6,26,69100
1544,14,792,2.7,231,7.9,20,68800
1544,17,382,2.1,231,9.3,18,68500
1544,20,3,2.2,51,4.9,28,68500
1544,23,0,1.3,18,1.8,33,68500
1545,2,0,2.1,305,2.9,26,68400
1545,5,0,0.6,18,1.8,25,68300
1545,8,17,0.9,126,2.6,20,68500
1545,11,587,2.1,183,6.2,17,68700
1545,14,772,5.9,249,11.6,12,68400
1545,17,376,10.8,258,12.3,8,68300
1545,20,2,7.7,269,5.7,18,68600
1545,23,0,1.9,12,0.7,24,68900
1546,2,0,3.7,90,-0.5,29,69000
1546,5,0,4.7,90,-1.9,29,68900
1546,8,13,1.7,93,-0.4,22,68900
1546,11,607,1.4,176,4.3,14,68700
1546,14,789,1.0,180,7.7,14,68300
1546,17,353,0.4,207,9.6,11,68000
1546,20,2,0.6,225,7.5,19,68000
1546,23,0,1.4,73,5.6,25,68100
1547,2,0,0.8,97,3.9,22,68100
1547,5,0,2.0,93,2.5,22,68000
1547,8,9,2.5,99,1.3,22,68200
1547,11,549,2.5,127,6.6,16,68200
1547,14,732,2.7,225,10.2,12,68000
1547,17,358,4.0,238,11.4,11,67800
1547,20,1,7.0,223,7.8,17,68000
1547,23,0,1.7,130,4.4,23,68100
1548,2,0,4.7,99,2.5,19,68200
1548,5,0,3.0,114,1.2,19,68200
1548,8,5,2.0,105,2.1,17,68300
1548,11,496,2.0,153,5.7,15,68400
1548,14,511,1.1,153,8.2,15,68100
1548,17,206,2.5,238,8.5,15,68100
1548,20,1,3.8,258,6.0,24,68300
1548,23,0,4.7,232,4.0,31,68500
1549,2,0,2.2,254,4.3,33,68400
1549,5,0,1.3,99,2.5,38,68400
1549,8,1,2.1,115,1.5,39,68600
1549,11,522,1.8,139,5.9,31,68700
1549,14,710,1.6,191,8.6,24,68400
1549,17,346,2.0,225,9.3,21,68300
1549,20,1,0.4,256,6.5,29,68400
1549,23,0,2.0,53,3.7,34,68500
1550,2,0,4.3,75,2.1,37,68400
1550,5,0,6.1,70,2.7,43,68200
1550,8,0,2.0,57,0.4,47,68300
1550,11,425,0.9,153,7.4,33,68300
1550,14,410,5.3,140,9.9,38,68000
1550,17,102,3.8,192,7.4,55,68000
1550,20,0,1.1,236,3.2,81,68300
1550,23,0,1.9,148,1.6,88,68400
1551,2,0,2.8,148,0.4,84,68600
1551,5,0,2.2,112,0.2,79,68600
1551,8,0,1.3,108,0.2,76,68800
1551,11,405,0.6,180,1.9,65,68900
1551,14,670,2.2,273,5.3,47,68700
1551,17,335,1.0,233,6.3,45,68600
1551,20,0,2.3,40,0.4,60,68700
1551,23,0,1.7,73,-0.4,58,68800
1552,2,0,1.8,34,-1.0,53,68700
1552,5,0,0.5,11,-2.3,54,68700
1552,8,0,0.7,352,-2.2,48,68800
1552,11,532,0.4,146,2.8,42,68900
1552,14,735,0.9,249,6.3,36,68700
1552,17,334,1.3,148,7.3,35,68600
1552,20,0,2.1,67,1.9,48,68700
1552,23,0,3.3,87,3.1,44,68800
1553,2,0,2.0,90,0.4,47,68700
1553,5,0,1.0,90,-2.4,48,68600
1553,8,0,1.5,74,-3.1,43,68600
1553,11,574,0.8,130,3.9,29,68600
1553,14,753,0.9,122,7.1,30,68300
1553,17,337,1.4,98,8.9,25,68200
1553,20,0,2.9,52,1.8,41,68300
1553,23,0,1.5,90,1.2,40,68400
1554,2,0,0.3,45,3.9,31,68400
1554,5,0,1.7,73,-1.0,42,68300
1554,8,0,1.6,79,-1.6,37,68500
1554,11,484,0.3,252,5.7,23,68500
1554,14,624,1.6,90,9.2,25,68100
1554,17,264,3.2,265,9.7,26,68100
1554,20,0,1.5,328,6.1,42,68400
1554,23,0,4.8,52,3.0,46,68700
1555,2,0,2.2,47,1.9,47,68700
1555,5,0,6.3,103,-0.4,55,68800
1555,8,0,6.4,96,-2.7,52,68900
1555,11,547,3.9,126,1.6,46,69100
1555,14,718,3.1,138,3.9,45,68800
1555,17,318,2.9,102,4.5,45,68600
1555,20,0,3.3,55,0.5,56,68700
1555,23,0,1.9,74,1.2,59,68800
1556,2,0,0.8,23,-2.4,60,68700
1556,5,0,0.3,135,-3.3,57,68700
1556,8,0,0.7,0,-4.0,53,68800
1556,11,544,0.4,315,1.8,41,68800
1556,14,707,0.0,0,5.4,35,68500
1556,17,315,0.6,270,6.3,35,68300
1556,20,0,3.3,49,1.4,47,68500
1556,23,0,3.1,69,-0.3,44,68500
1557,2,0,1.4,69,-1.9,40,68500
1557,5,0,1.6,60,-2.0,37,68400
1557,8,0,1.9,65,-2.8,28,68300
1557,11,564,1.7,77,4.7,18,68200
1557,14,724,4.9,92,9.4,16,67800
1557,17,304,6.2,78,9.7,19,67500
1557,20,0,8.3,71,5.4,25,67600
1557,23,0,7.1,74,3.9,31,67600
1558,2,0,5.8,75,3.5,37,67600
1558,5,0,3.1,57,1.2,44,67600
1558,8,0,2.3,85,2.3,52,67900
1558,11,158,1.6,153,0.9,65,68200
1558,14,216,3.8,97,0.0,71,68300
1558,17,116,5.0,71,1.0,68,68300
1558,20,0,1.8,41,0.6,67,68500
1558,23,0,0.9,90,-0.9,72,68800
1559,2,0,1.0,84,-2.2,70,68900
1559,5,0,2.3,95,-4.4,72,68900
1559,8,0,2.7,84,-5.3,59,69200
1559,11,493,2.8,109,-1.0,50,69400
1559,14,708,2.2,111,1.5,44,69200
1559,17,303,2.4,52,1.8,44,69100
1559,20,0,2.7,54,-2.4,52,69100
1559,23,0,1.0,119,-2.8,53,69200
1560,2,0,0.8,90,-3.5,46,69100
1560,5,0,1.5,82,-4.1,48,69100
1560,8,0,1.3,77,-7.1,48,69100
1560,11,535,0.5,101,-0.9,35,69100
1560,14,707,0.6,121,2.3,35,68800
1560,17,301,0.3,135,3.5,34,68700
1560,20,0,2.1,65,-2.0,47,68800
1560,23,0,0.9,84,-1.5,44,68800
1561,2,0,1.1,105,-3.1,40,68700
1561,5,0,1.2,90,-5.1,36,68500
1561,8,0,0.9,58,-4.4,30,68500
1561,11,503,0.8,300,1.0,25,68500
1561,14,601,2.0,259,4.3,25,68300
1561,17,261,1.4,150,4.4,28,68300
1561,20,0,2.3,50,-1.7,48,68500
1561,23,0,2.0,90,-0.5,38,68600
1562,2,0,2.5,101,-1.6,30,68700
1562,5,0,3.8,92,-2.9,30,68700
1562,8,0,3.2,90,-3.5,26,68900
1562,11,537,1.1,128,0.2,20,69000
1562,14,701,0.9,111,3.1,25,68800
1562,17,294,2.2,60,3.6,25,68700
1562,20,0,2.8,51,-2.1,40,68900
1562,23,0,1.3,32,-2.6,38,69000
1563,2,0,0.8,67,-3.1,34,69000
1563,5,0,0.7,8,-3.2,30,69000
1563,8,0,0.4,45,-3.4,27,69200
1563,11,501,0.6,321,1.5,20,69300
1563,14,640,0.7,214,4.2,23,69100
1563,17,229,0.9,41,5.0,25,69000
1563,20,0,2.4,33,0.4,39,69100
1563,23,0,1.0,73,0.7,36,69200
1564,2,0,2.6,99,-0.9,36,69100
1564,5,0,2.5,99,-4.0,35,69000
1564,8,0,1.1,49,-4.7,30,69200
1564,11,497,0.8,150,1.4,23,69200
1564,14,664,0.5,248,4.0,25,68900
1564,17,273,1.0,270,4.4,28,68700
1564,20,0,2.5,32,-1.2,41,68900
1564,23,0,0.1,90,-0.4,38,68900
1565,2,0,1.8,84,-0.2,34,68900
1565,5,0,2.9,92,-3.6,37,68800
1565,8,0,2.5,95,-4.7,32,69000
1565,11,516,1.6,104,0.2,31,69000
1565,14,682,0.5,112,2.8,30,68800
1565,17,282,0.5,11,3.6,28,68700
1565,20,0,2.8,46,-2.3,43,68800
1565,23,0,0.1,180,-0.7,36,68800
1566,2,0,1.5,298,-1.4,30,68900
1566,5,0,0.5,281,-1.7,29,68800
1566,8,0,0.8,76,-5.8,30,69000
1566,11,510,0.2,153,0.0,24,69000
1566,14,672,0.5,259,3.0,26,68800
1566,17,273,0.2,153,4.1,27,68800
1566,20,0,2.2,21,-1.5,38,68800
1566,23,0,0.1,135,0.9,34,68900
1567,2,0,0.4,76,-0.6,32,69000
1567,5,0,1.8,93,-2.4,31,68900
1567,8,0,2.1,93,-3.7,29,69100
1567,11,504,1.5,118,-0.4,26,69200
1567,14,662,0.2,207,2.2,29,69000
1567,17,261,2.6,37,3.2,30,68900
1567,20,0,1.4,45,-0.9,45,69000
1567,23,0,0.6,39,-2.5,44,69100
1568,2,0,0.4,27,-3.6,39,69100
1568,5,0,1.2,90,-2.1,37,69200
1568,8,0,1.6,94,-4.5,40,69300
1568,11,496,0.7,146,0.4,33,69400
1568,14,657,0.4,180,3.4,28,69200
1568,17,265,0.6,342,3.9,31,69100
1568,20,0,2.1,41,-1.4,43,69200
1568,23,0,2.1,61,-2.3,42,69200
1569,2,0,0.4,76,-1.2,36,69200
1569,5,0,0.1,90,-2.9,37,69100
1569,8,0,1.1,56,-4.8,38,69200
1569,11,496,0.6,121,0.0,29,69200
1569,14,658,0.4,236,3.2,27,68900
1569,17,264,0.4,326,3.8,28,68700
1569,20,0,3.6,46,-2.1,43,68800
1569,23,0,2.2,72,-3.0,39,68800
1570,2,0,0.6,18,-3.1,34,68800
1570,5,0,0.1,315,-4.5,35,68700
1570,8,0,0.9,72,-4.9,29,68800
1570,11,486,0.1,225,-0.2,25,68900
1570,14,615,2.0,246,3.2,23,68600
1570,17,223,1.4,249,3.8,25,68600
1570,20,0,2.3,20,-1.1,35,68600
1570,23,0,3.5,112,-2.1,34,68600
1571,2,0,3.1,117,-2.8,32,68600
1571,5,0,0.9,234,-2.4,38,68600
1571,8,0,0.7,45,-4.4,42,68800
1571,11,478,1.9,180,-0.8,42,69000
1571,14,639,5.4,267,3.2,22,68800
1571,17,257,8.1,267,3.4,19,68700
1571,20,0,5.4,271,-1.9,26,68900
1571,23,0,0.6,309,-3.4,29,69000
1572,2,0,2.1,109,-4.7,32,69000
1572,5,0,2.9,108,-5.5,28,68900
1572,8,0,1.9,118,-5.6,25,68900
1572,11,477,0.6,121,-1.2,25,69000
1572,14,638,0.2,63,2.6,20,68700
1572,17,251,1.4,234,3.7,20,68500
1572,20,0,1.9,25,-1.9,26,68600
1572,23,0,1.7,66,-1.8,27,68600
1573,2,0,1.1,90,-1.2,25,68600
1573,5,0,0.8,113,-1.6,25,68500
1573,8,0,0.6,59,-3.3,27,68500
1573,11,477,0.1,45,0.0,26,68600
1573,14,639,0.4,346,4.5,22,68300
1573,17,251,0.6,90,5.4,20,68200
1573,20,0,2.3,49,-1.4,33,68200
1573,23,0,2.3,88,-0.5,29,68200
1574,2,0,0.7,243,1.1,25,68200
1574,5,0,1.3,243,-1.8,33,68100
1574,8,0,4.6,108,-3.8,41,68400
1574,11,410,4.7,117,-1.8,50,68700
1574,14,502,3.0,127,0.6,46,68500
1574,17,170,1.1,124,0.9,44,68500
1574,20,0,2.5,50,-1.5,49,68600
1574,23,0,2.3,45,-3.4,58,68700
1575,2,0,3.3,79,-4.1,48,68600
1575,5,0,3.0,76,-5.7,48,68500
1575,8,0,1.1,52,-6.9,43,68500
1575,11,424,1.0,119,-1.2,32,68500
1575,14,563,1.9,234,2.6,25,68200
1575,17,215,2.6,270,2.9,28,68200
1575,20,0,1.9,302,-1.7,34,68300
1575,23,0,1.6,104,-1.9,35,68400
1576,2,0,1.7,77,-3.0,34,68500
1576,5,0,3.3,106,-5.8,38,68400
1576,8,0,2.1,101,-5.5,34,68400
1576,11,464,0.3,108,-1.3,29,68500
1576,14,625,1.7,230,2.1,26,68200
